"_id","level","name","parent_id","url_path"
1581,3,"Accesorii vehicule electrice",635,"trotinete-biciclete-sport/vehicule-electrice/accesorii-vehicule-electrice"
1584,3,"Servetele umede bebelusi",1583,"copii-jucarii-bebe-rechizite/scutece-copii/servetele-umede-bebelusi"
1587,3,"Plasturi",1044,"cosmetice-ingrijire-personala/consumabile-medicale/plasturi"
1589,3,"Apa plata",1402,"bauturi-cafea-petshop/apa-imbuteliata/apa-minerala-plata"
1590,3,"Apa minerala carbogazoasa",1402,"bauturi-cafea-petshop/apa-imbuteliata/apa-minerala-carbogazoasa"
1592,4,"Troler Copii",1546,"trotinete-biciclete-sport/articole-voiaj/trolere/troler-copii"
1593,4,"Troler Cabina (<56 cm)",1546,"trotinete-biciclete-sport/articole-voiaj/trolere/troler-cabina"
1594,4,"Troler Mediu (57-69 cm)",1546,"trotinete-biciclete-sport/articole-voiaj/trolere/troler-mediu"
1595,4,"Troler Mare (70-79 cm)",1546,"trotinete-biciclete-sport/articole-voiaj/trolere/troler-mare"
1596,4,"Troler XXL (>80 cm)",1546,"trotinete-biciclete-sport/articole-voiaj/trolere/troler-extra-large"
1597,4,"Troller Set",1546,"trotinete-biciclete-sport/articole-voiaj/trolere/troller-set"
1599,4,"Portofele de dama",1598,"trotinete-biciclete-sport/articole-voiaj/portofele/portofele-dama"
1600,4,"Portofele barbati",1598,"trotinete-biciclete-sport/articole-voiaj/portofele/portofele-barbati"
1603,4,"Saltele",783,"casa-iluminat-bricolaj/mobila/saltele-toppere/saltele-pat"
1605,4,"Rucsac clasic",1548,"trotinete-biciclete-sport/articole-voiaj/rucsacuri/rucsac-normal"
1606,4,"Rucsac tip troler",1548,"trotinete-biciclete-sport/articole-voiaj/rucsacuri/rucsac-tip-troler"
1608,4,"Genti dama",1607,"trotinete-biciclete-sport/articole-voiaj/genti-office-serviete/genti-dama"
1609,4,"Serviete dama",1607,"trotinete-biciclete-sport/articole-voiaj/genti-office-serviete/serviete-dama"
1610,4,"Plicuri",1607,"trotinete-biciclete-sport/articole-voiaj/genti-office-serviete/plicuri"
1611,4,"Genti barbati",1607,"trotinete-biciclete-sport/articole-voiaj/genti-office-serviete/genti-barbati"
1612,4,"Serviete barbati",1607,"trotinete-biciclete-sport/articole-voiaj/genti-office-serviete/serviete-barbati"
1614,3,"Pilote",2285,"casa-iluminat-bricolaj/textile-si-covoare/pilote"
1616,3,"Scutece refolosibile ",1583,"copii-jucarii-bebe-rechizite/scutece-copii/scutece-refolosibile"
1617,3,"Genti bebelusi",574,"copii-jucarii-bebe-rechizite/carucioare-articole-transport/genti-bebelusi"
1618,3,"Tarcuri copii",575,"copii-jucarii-bebe-rechizite/camera-copilului/tarcuri-copii"
1619,3,"Sisteme de siguranta copii",575,"copii-jucarii-bebe-rechizite/camera-copilului/sisteme-siguranta-copii"
1620,3,"Monitorizare video",585,"copii-jucarii-bebe-rechizite/monitorizare-bebelusi/monitorizare-video"
1621,3,"Monitorizare audio",585,"copii-jucarii-bebe-rechizite/monitorizare-bebelusi/monitorizare-audio"
1622,3,"Suzete si accesorii",576,"copii-jucarii-bebe-rechizite/biberoane-hranire/suzete-si-accesorii"
1624,3,"Accesorii alaptare",1623,"copii-jucarii-bebe-rechizite/maternitate-alaptare/accesorii-alaptare"
1626,3,"Jocuri de constructii",578,"copii-jucarii-bebe-rechizite/jucarii-jocuri-copii/jocuri-constructii"
1627,3,"Lampi de veghe si iluminat pentru copii",575,"copii-jucarii-bebe-rechizite/camera-copilului/lampi-veghe-iluminat-copii"
1629,3,"Pantofi si tenisi sport barbati",1628,"trotinete-biciclete-sport/incaltaminte-sport/pantofi-tenisi-sport-barbati"
1630,3,"Ghete si bocanci sport barbati",1628,"trotinete-biciclete-sport/incaltaminte-sport/ghete-bocanci-sport-barbati"
1631,3,"Slapi si papuci sport barbati",1628,"trotinete-biciclete-sport/incaltaminte-sport/slapi-papuci-sport-barbati"
1632,3,"Sandale sport barbati",1628,"trotinete-biciclete-sport/incaltaminte-sport/sandale-sport-barbati"
1635,4,"Tricouri sport barbati",2892,"trotinete-biciclete-sport/imbracaminte-sport/imbracaminte-sport-barbati/tricouri-sport-barbati"
1636,4,"Bluze sport barbati",2892,"trotinete-biciclete-sport/imbracaminte-sport/imbracaminte-sport-barbati/bluze-sport-barbati"
1637,4,"Pantaloni sport barbati",2892,"trotinete-biciclete-sport/imbracaminte-sport/imbracaminte-sport-barbati/pantaloni-sport-barbati"
1638,4,"Rochii sport dama",2894,"trotinete-biciclete-sport/imbracaminte-sport/imbracaminte-sport-dama/rochii-sport-dama"
1639,4,"Veste sport barbati",2892,"trotinete-biciclete-sport/imbracaminte-sport/imbracaminte-sport-barbati/veste-sport-barbati"
1641,4,"Jachete si geci sport barbati",2892,"trotinete-biciclete-sport/imbracaminte-sport/imbracaminte-sport-barbati/jachete-geci-sport-barbati"
1642,4,"Lenjerie intima sport barbati",2892,"trotinete-biciclete-sport/imbracaminte-sport/imbracaminte-sport-barbati/lenjerie-intima-sport-barbati"
1643,4,"Lenjerie intima sport dama",2894,"trotinete-biciclete-sport/imbracaminte-sport/imbracaminte-sport-dama/lenjerie-intima-sport-dama"
1644,4,"Maiouri sport barbati",2892,"trotinete-biciclete-sport/imbracaminte-sport/imbracaminte-sport-barbati/maiouri-sport-barbati"
1645,4,"Echipament sportiv dama",2894,"trotinete-biciclete-sport/imbracaminte-sport/imbracaminte-sport-dama/echipament-sportiv-dama"
1647,4,"Sosete sport barbati",2892,"trotinete-biciclete-sport/imbracaminte-sport/imbracaminte-sport-barbati/sosete-sport-barbati"
1649,4,"Cricuri bicicleta",1947,"trotinete-biciclete-sport/biciclete/accesorii-biciclete/cricuri-bicicleta"
1651,4,"Mansoane si ghidoline biciclete",1947,"trotinete-biciclete-sport/biciclete/accesorii-biciclete/mansoane-ghidoline-biciclete"
1657,3,"Biciclete fitness",2249,"trotinete-biciclete-sport/aparate-fitness-si-accesorii/biciclete-fitness"
1658,3,"Benzi de alergat",2249,"trotinete-biciclete-sport/aparate-fitness-si-accesorii/benzi-alergat"
1665,4,"Echipament sportiv barbati",2892,"trotinete-biciclete-sport/imbracaminte-sport/imbracaminte-sport-barbati/echipament-sportiv-barbati"
1667,3,"Echipament fotbal",2607,"trotinete-biciclete-sport/sporturi-echipa/echipament-fotbal"
1670,3,"Articole suporteri",2607,"trotinete-biciclete-sport/sporturi-echipa/articole-suporteri"
1672,3,"Corturi camping",1545,"trotinete-biciclete-sport/camping-drumetie/corturi-camping"
1673,3,"Articole iluminat camping",1545,"trotinete-biciclete-sport/camping-drumetie/articole-iluminat-camping"
1677,3,"Aspiratoare nazale",577,"copii-jucarii-bebe-rechizite/igiena-ingrijire-copii/aspiratoare-nazale"
1679,3,"Seturi poker",1674,"trotinete-biciclete-sport/sporturi-interior/seturi-poker"
1682,3,"Plute inot",1681,"trotinete-biciclete-sport/sporturi-acvatice/plute-inot"
1683,3,"Masti si tuburi snorkeling",1681,"trotinete-biciclete-sport/sporturi-acvatice/masti-si-tuburi-snorkeling"
1684,3,"Caiace si barci",1681,"trotinete-biciclete-sport/sporturi-acvatice/caiace-si-barci"
1685,3,"Placi Stand Up Paddle ",1681,"trotinete-biciclete-sport/sporturi-acvatice/placi-stand-up-paddle"
1686,3,"Accesorii sporturi acvatice",1681,"trotinete-biciclete-sport/sporturi-acvatice/accesorii-sporturi-acvatice"
1688,3,"Schiuri",1687,"trotinete-biciclete-sport/sporturi-de-iarna/schiuri"
1689,3,"Clapari",1687,"trotinete-biciclete-sport/sporturi-de-iarna/clapari"
1690,3,"Placi snowboard",1687,"trotinete-biciclete-sport/sporturi-de-iarna/placi-snowboard"
1691,3,"Boots Snowboard",1687,"trotinete-biciclete-sport/sporturi-de-iarna/boots-snowboard"
1693,3,"Patine",1687,"trotinete-biciclete-sport/sporturi-de-iarna/patine"
1694,3,"Sanii",1687,"trotinete-biciclete-sport/sporturi-de-iarna/sanii"
1696,3,"Accesorii schi si snowboard",1687,"trotinete-biciclete-sport/sporturi-de-iarna/accesorii-schi-snowboard"
1697,3,"Manusi sport",2719,"trotinete-biciclete-sport/accesorii-sportive/manusi-sport"
1698,3,"Cutii, cosuri si accesorii scutece",1583,"copii-jucarii-bebe-rechizite/scutece-copii/cutii-cosuri-si-accesorii-scutece"
1700,3,"Seruri si tratamente fata",1483,"cosmetice-ingrijire-personala/ingrijirea-tenului/seruri-tratamente-fata"
1701,3,"Truse si seturi machiaj",1463,"cosmetice-ingrijire-personala/make-up/truse-seturi-machiaj"
1702,3,"Olite si reductoare WC",1732,"copii-jucarii-bebe-rechizite/baia-bebelusului/olite-reductoare-wc"
1704,4,"Borsete femei",1703,"trotinete-biciclete-sport/articole-voiaj/borsete-si-accesorii/borsete-femei"
1705,4,"Borsete barbati",1703,"trotinete-biciclete-sport/articole-voiaj/borsete-si-accesorii/borsete-barbati"
1707,3,"Scutece adulti si chiloti incontinenta",116,"cosmetice-ingrijire-personala/produse-incontinenta-urinara/scutece-adulti-chiloti-incontinenta"
1709,3,"Masinute, trenulete, avioane",578,"copii-jucarii-bebe-rechizite/jucarii-jocuri-copii/masinute-copii"
1710,3,"Creme si lotiuni de corp copii",1733,"copii-jucarii-bebe-rechizite/cosmetice-bebelusi-si-copii/creme-lotiuni-corp-copii"
1711,3,"Sapun si gel de dus copii",1733,"copii-jucarii-bebe-rechizite/cosmetice-bebelusi-si-copii/sapun-gel-dus-copii"
1712,3,"Sampon si balsam copii",1733,"copii-jucarii-bebe-rechizite/cosmetice-bebelusi-si-copii/sampon-si-balsam-copii"
1713,3,"Igiena dentara copii",1733,"copii-jucarii-bebe-rechizite/cosmetice-bebelusi-si-copii/igiena-dentara-copii"
1716,4,"Toppere",783,"casa-iluminat-bricolaj/mobila/saltele-toppere/toppere"
1717,3,"Perne",2285,"casa-iluminat-bricolaj/textile-si-covoare/perne"
1718,2,"Umbrele",1544,"trotinete-biciclete-sport/umbrele"
1719,3,"Paturici bebe",575,"copii-jucarii-bebe-rechizite/camera-copilului/paturici-bebe"
1720,3,"Perne, pilote si pozitionatoare bebelusi",575,"copii-jucarii-bebe-rechizite/camera-copilului/perne-pilote-si-pozitionatoare-bebelusi"
1722,3,"Articole postnatale si lenjerie modelatoare",1623,"copii-jucarii-bebe-rechizite/maternitate-alaptare/articole-postnatale-lenjerie-modelatoare"
1723,3,"Detergenti hainute bebelusi si copii",1732,"copii-jucarii-bebe-rechizite/baia-bebelusului/detergenti-hainute-bebelusi-copii"
1725,3,"Jocuri educative",578,"copii-jucarii-bebe-rechizite/jucarii-jocuri-copii/jocuri-educative"
1726,3,"Jocuri Puzzle",578,"copii-jucarii-bebe-rechizite/jucarii-jocuri-copii/jocuri-puzzle"
1727,3,"Jocuri de societate",578,"copii-jucarii-bebe-rechizite/jucarii-jocuri-copii/jocuri-societate"
1728,3,"Dezumidificatoare",2269,"racire-purificare-aer-incalzire/aparate-filtrare-aer/dezumidificatoare"
1730,3,"Pensule si aplicatoare machiaj",1463,"cosmetice-ingrijire-personala/make-up/pensule-si-aplicatoare-machiaj"
1731,3,"Mobilier copii",575,"copii-jucarii-bebe-rechizite/camera-copilului/mobilier-copii"
1813,4,"Body-uri copii",1812,"copii-jucarii-bebe-rechizite/haine-incaltaminte-copii/haine-copii"
1814,4,"Salopete copii",1812,"copii-jucarii-bebe-rechizite/haine-incaltaminte-copii/haine-copii/salopete-copii"
1834,3,"Accesorii pentru petrecere",2282,"casa-iluminat-bricolaj/decoratiuni-home-deco/accesorii-petrecere"
1835,3,"Lumanari si candele",2282,"casa-iluminat-bricolaj/decoratiuni-home-deco/lumanari-si-candele"
1836,3,"Vesela pentru petrecere",2282,"casa-iluminat-bricolaj/decoratiuni-home-deco/vesela-petrecere"
1837,3,"Masti si costume carnaval",2282,"casa-iluminat-bricolaj/decoratiuni-home-deco/masti-costume-carnaval"
1838,3,"Saltele copii",575,"copii-jucarii-bebe-rechizite/camera-copilului/saltele-copii"
1849,3,"Lenjerii de pat",2285,"casa-iluminat-bricolaj/textile-si-covoare/lenjerii-pat"
1850,3,"Paturi si cuverturi",2285,"casa-iluminat-bricolaj/textile-si-covoare/paturi-cuverturi"
1859,3,"Accesorii diverse camera copilului",575,"copii-jucarii-bebe-rechizite/camera-copilului/accesorii-diverse-camera-copilului"
1860,4,"Protectii saltele",783,"casa-iluminat-bricolaj/mobila/saltele-toppere/protectii-saltele"
1861,4,"Somiere",783,"casa-iluminat-bricolaj/mobila/saltele-toppere/somiere"
1862,3,"Prosoape si halate de baie copii",1732,"copii-jucarii-bebe-rechizite/baia-bebelusului/prosoape-si-halate-de-baie-copii"
1873,3,"Canapele si coltare",1847,"casa-iluminat-bricolaj/mobila/canapele-coltare"
1875,3,"Fotolii",1847,"casa-iluminat-bricolaj/mobila/fotolii"
1876,3,"Sifoniere si dulapuri",1847,"casa-iluminat-bricolaj/mobila/sifoniere-dulapuri"
1877,3,"Seturi mobila bucatarie",1847,"casa-iluminat-bricolaj/mobila/seturi-mobila-bucatarie"
1878,3,"Mese",1847,"casa-iluminat-bricolaj/mobila/mese"
1880,3,"Biblioteci, etajere si vitrine",1847,"casa-iluminat-bricolaj/mobila/biblioteci-etajere-si-vitrine"
1881,3,"Cuiere",1847,"casa-iluminat-bricolaj/mobila/cuiere"
1883,3,"Noptiere",1847,"casa-iluminat-bricolaj/mobila/noptiere"
1884,3,"Paturi",1847,"casa-iluminat-bricolaj/mobila/paturi"
1885,3,"Comode",1847,"casa-iluminat-bricolaj/mobila/comode"
1886,3,"Pantofare",1847,"casa-iluminat-bricolaj/mobila/pantofare"
1887,3,"Rafturi perete si polite",1847,"casa-iluminat-bricolaj/mobila/rafturi-perete-si-polite"
1888,3,"Mobilier profesional",1847,"casa-iluminat-bricolaj/mobila/mobilier-profesional"
1889,3,"Accesorii si feronerie mobila",1847,"casa-iluminat-bricolaj/mobila/accesorii-si-feronerie-mobila"
1890,3,"Accesorii ingrijire copii",577,"copii-jucarii-bebe-rechizite/igiena-ingrijire-copii/accesorii-ingrijire-copii"
1892,3,"Aparate preparare lapte",1891,"copii-jucarii-bebe-rechizite/articole-hranire-bebelusi/aparate-preparare-lapte"
1893,3,"Accesorii hranire copii",1891,"copii-jucarii-bebe-rechizite/articole-hranire-bebelusi/accesorii-hranire-copii"
1895,3,"Haine gravide si alaptare",1623,"copii-jucarii-bebe-rechizite/maternitate-alaptare/haine-gravide-si-alaptare"
1897,3,"Papusi si accesorii",578,"copii-jucarii-bebe-rechizite/jucarii-jocuri-copii/papusi-si-accesorii"
1900,3,"Jucarii de plus",578,"copii-jucarii-bebe-rechizite/jucarii-jocuri-copii/jucarii-de-plus"
1901,3,"Jucarii educative, interactive",578,"copii-jucarii-bebe-rechizite/jucarii-jocuri-copii/jucarii-educative-interactive"
1902,3,"Triciclete",601,"copii-jucarii-bebe-rechizite/jucarii-exterior-jucarii/triciclete"
1903,3,"Trotinete copii",2751,"trotinete-biciclete-sport/role-trotinete-skateboard/trotinete-copii"
1905,3,"Role",2751,"trotinete-biciclete-sport/role-trotinete-skateboard/role"
1906,3,"Locuri de joaca si accesorii",601,"copii-jucarii-bebe-rechizite/jucarii-exterior-jucarii/locuri-joaca-accesorii"
1907,3,"Casute si corturi copii",601,"copii-jucarii-bebe-rechizite/jucarii-exterior-jucarii/casute-corturi-copii"
1908,3,"Jucarii pentru plaja",601,"copii-jucarii-bebe-rechizite/jucarii-exterior-jucarii/jucarii-plaja"
1910,3,"Saltele si centre de activitati",600,"copii-jucarii-bebe-rechizite/jucarii-bebelusi/saltele-centre-activitati"
1911,3,"Lampi solare",287,"casa-iluminat-bricolaj/iluminat/lampi-solare"
1912,3,"Jucarii de baie",600,"copii-jucarii-bebe-rechizite/jucarii-bebelusi/jucarii-baie"
1913,3,"Jucarii pentru dentitie",600,"copii-jucarii-bebe-rechizite/jucarii-bebelusi/jucarii-dentitie"
1914,3,"Jucarii pentru carucior si patut",600,"copii-jucarii-bebe-rechizite/jucarii-bebelusi/jucarii-carucior-patut"
1915,3,"Jucarii interactive bebelusi",600,"copii-jucarii-bebe-rechizite/jucarii-bebelusi/jucarii-interactive-bebelusi"
1916,3,"Jucarii zornaitoare",600,"copii-jucarii-bebe-rechizite/jucarii-bebelusi/jucarii-zornaitoare"
1917,3,"Jucarii de sortat",600,"copii-jucarii-bebe-rechizite/jucarii-bebelusi/jucarii-sortat"
1918,3,"Jucarii de impins si tras",600,"copii-jucarii-bebe-rechizite/jucarii-bebelusi/jucarii-impins-tras"
1922,3,"Iluminat exterior",287,"casa-iluminat-bricolaj/iluminat/iluminat-decorativ-exterior"
1923,3,"Veioze si lampi",287,"casa-iluminat-bricolaj/iluminat/veioze-si-lampi"
1924,3,"Accesorii machiaj",1463,"cosmetice-ingrijire-personala/make-up/accesorii-machiaj"
1926,3,"Lapte praf bebelusi",1925,"copii-jucarii-bebe-rechizite/lapte-praf-hrana-bebelusi/lapte-praf-bebelusi"
1927,3,"Lapte - formule speciale",1925,"copii-jucarii-bebe-rechizite/lapte-praf-hrana-bebelusi/lapte-formule-speciale"
1928,3,"Cereale bebelusi, alte gustari",1925,"copii-jucarii-bebe-rechizite/lapte-praf-hrana-bebelusi/cereale-bebelusi"
1929,3,"Piure si gustari bebelusi ",1925,"copii-jucarii-bebe-rechizite/lapte-praf-hrana-bebelusi/piure-bebelusi"
1930,3,"Lustre si pendule",287,"casa-iluminat-bricolaj/iluminat/lustre-pendule"
1931,3,"Aplice si plafoniere",287,"casa-iluminat-bricolaj/iluminat/aplice-si-plafoniere"
1932,3,"Lampadare",287,"casa-iluminat-bricolaj/iluminat/lampadare"
1933,3,"Benzi LED",287,"casa-iluminat-bricolaj/iluminat/benzi-led"
1934,3,"Suport auto skiuri",636,"auto-moto-anvelope/accesorii-auto-exterior-interior/suport-auto-ski"
1936,3,"Apa cu vitamine si aromatizata",1402,"bauturi-cafea-petshop/apa-imbuteliata/apa-cu-vitamine-si-aromatizata"
1937,3,"Espressoare aragaz",365,"electrocasnice-mici-vesela/prepararea-mesei/espressoare-aragaz"
1938,3,"Pistoale pentru stropit",446,"casa-iluminat-bricolaj/gradina/pistoale-pentru-stropit"
1939,3,"Conectori si accesorii irigare",446,"casa-iluminat-bricolaj/gradina/conectori-accesorii-irigare"
1940,3,"Aspersoare",446,"casa-iluminat-bricolaj/gradina/aspersoare"
1941,3,"Programatoare stropire",446,"casa-iluminat-bricolaj/gradina/programatoare-stropire"
1944,3,"Accesorii articole voiaj",3047,"trotinete-biciclete-sport/articole-voiaj/accesorii-articole-voiaj"
1946,3,"Covoare copii",575,"copii-jucarii-bebe-rechizite/camera-copilului/covoare-copii"
1999,3,"Camere supraveghere audio-video",720,"casa-iluminat-bricolaj/smart-home-casa-inteligenta/camere-supraveghere-audio-video"
2000,3,"Broaste si yale",339,"casa-iluminat-bricolaj/bricolaj-smart-home-iluminat-gradina/broaste-si-yale"
2001,3,"Figurine",578,"copii-jucarii-bebe-rechizite/jucarii-jocuri-copii/figurine-copii"
2003,3,"Scaune",1847,"casa-iluminat-bricolaj/mobila/scaune"
2004,4,"Dulapuri, vestiare si rafturi",2033,"casa-iluminat-bricolaj/mobila/mobilier-birou/dulapuri-vestiare-si-rafturi"
2005,3,"Kit-uri siguranta auto",636,"auto-moto-anvelope/accesorii-auto-exterior-interior/kit-uri-siguranta-auto"
2006,3,"Sisteme tractare",636,"auto-moto-anvelope/accesorii-auto-exterior-interior/sisteme-tractare"
2009,4,"Piese auto de schimb",606,"auto-moto-anvelope/consumabile-intretinere-auto/piese-auto/piese-auto-schimb"
2011,3,"Detergenti universali",1086,"curatenie-intretinere-casa/curatenie-casa-interior-exterior/detergenti-universali"
2012,3,"Odorizant camera",1086,"curatenie-intretinere-casa/curatenie-casa-interior-exterior/odorizant-camera"
2013,3,"Solutii suprafete baie",1087,"curatenie-intretinere-casa/produse-curatare-baie/solutii-suprafete-baie"
2014,3,"Dezinfectant si detartrant toaleta",1087,"curatenie-intretinere-casa/produse-curatare-baie/dezinfectant-detartrant-toaleta"
2015,3,"Odorizant baie",1087,"curatenie-intretinere-casa/produse-curatare-baie/odorizant-baie"
2016,3,"Hartie igienica",1087,"curatenie-intretinere-casa/produse-curatare-baie/hartie-igienica"
2017,3,"Absorbant umiditate",1087,"curatenie-intretinere-casa/produse-curatare-baie/absorbant-umiditate"
2018,3,"Solutii desfundat tevi",1087,"curatenie-intretinere-casa/produse-curatare-baie/solutii-desfundat-tevi"
2019,3,"Saci menajeri",2010,"curatenie-intretinere-casa/produse-curatare-bucatarie/saci-menajeri"
2021,3,"Folii si pungi alimentare",2010,"curatenie-intretinere-casa/produse-curatare-bucatarie/folii-si-pungi-alimentare"
2022,3,"Prosoape de hartie si servetele",2010,"curatenie-intretinere-casa/produse-curatare-bucatarie/prosoape-de-hartie-si-servetele"
2023,3,"Manusi menaj",2010,"curatenie-intretinere-casa/produse-curatare-bucatarie/manusi-menaj"
2024,3,"Solutie curatat mobila",1086,"curatenie-intretinere-casa/curatenie-casa-interior-exterior/solutie-curatat-mobila"
2025,3,"Solutie curatat pardoseli",1086,"curatenie-intretinere-casa/curatenie-casa-interior-exterior/solutie-curatat-podele"
2026,3,"Solutie curatat geamuri",1086,"curatenie-intretinere-casa/curatenie-casa-interior-exterior/solutie-curatat-geamuri"
2027,3,"Insecticide, capcane",1086,"curatenie-intretinere-casa/curatenie-casa-interior-exterior/insecticide-capcane"
2028,3,"Produse ingrijire incaltaminte si accesorii",1086,"curatenie-intretinere-casa/curatenie-casa-interior-exterior/produse-ingrijire-incaltaminte-si-accesorii"
2030,3,"Cutii bijuterii",2282,"casa-iluminat-bricolaj/decoratiuni-home-deco/cutii-bijuterii"
2031,3,"Brazi de Craciun",1074,"casa-iluminat-bricolaj/ornamente-cadouri-craciun/brazi-craciun"
2032,4,"Birouri",2033,"casa-iluminat-bricolaj/mobila/mobilier-birou/birouri-mese-conferinta"
2034,4,"Scaune birou",2033,"casa-iluminat-bricolaj/mobila/mobilier-birou/scaune-birou-office"
2039,4,"Centrale pe gaz",771,"racire-purificare-aer-incalzire/aparate-incalzire-si-preparare-apa-menajera/centrale-termice/centrale-pe-gaz"
2040,4,"Centrale electrice",771,"racire-purificare-aer-incalzire/aparate-incalzire-si-preparare-apa-menajera/centrale-termice/centrale-electrice"
2046,3,"Ornamente de Craciun",1074,"casa-iluminat-bricolaj/ornamente-cadouri-craciun/ornamente-cadouri"
2051,4,"Aspiratoare auto",2071,"electrocasnice-mici-vesela/aspiratoare-accesorii-consumabile/aspiratoare/aspiratoare-auto"
2064,4,"Boxe",79,"tv-audio-video-foto/audio-hi-fi/boxe-subwoofere-audio/boxe-audio"
2065,4,"Subwoofere",79,"tv-audio-video-foto/audio-hi-fi/boxe-subwoofere-audio/subwoofere-audio"
2078,3,"Redresoare auto si cabluri pornire",648,"auto-moto-anvelope/electrica-auto/redresoare-auto"
2079,3,"Panouri radiante",2268,"racire-purificare-aer-incalzire/aparate-incalzire-aer/panouri-radiante"
2080,3,"Accesorii aparate de sudura",339,"casa-iluminat-bricolaj/bricolaj-smart-home-iluminat-gradina/accesorii-aparate-de-sudura"
2081,4,"Anvelope iarna",627,"auto-moto-anvelope/anvelope-jante-accesorii-roti/anvelope/anvelope-iarna"
2082,4,"Anvelope vara",627,"auto-moto-anvelope/anvelope-jante-accesorii-roti/anvelope/anvelope-vara"
2083,4,"Anvelope all season",627,"auto-moto-anvelope/anvelope-jante-accesorii-roti/anvelope/anvelope-all-season"
2084,3,"Menghine",339,"casa-iluminat-bricolaj/bricolaj-smart-home-iluminat-gradina/menghine"
2087,4,"Clapete si accesorii wc",2086,"casa-iluminat-bricolaj/sanitare/vase-toaleta-si-accesorii/clapete-si-accesorii-wc"
2089,3,"Suporturi si accesorii baie",1088,"casa-iluminat-bricolaj/sanitare/suporturi-si-accesorii-baie"
2094,3,"Chiuvete baie si piedestale",1088,"casa-iluminat-bricolaj/sanitare/chiuvete-baie"
2097,3,"Imbracaminte de protectie",2096,"casa-iluminat-bricolaj/echipamente-protectia-muncii/imbracaminte-protectie"
2098,3,"Incaltaminte de protectie",2096,"casa-iluminat-bricolaj/echipamente-protectia-muncii/incaltaminte-protectie"
2099,3,"Casca de protectie",2096,"casa-iluminat-bricolaj/echipamente-protectia-muncii/casca-protectie"
2100,3,"Manusi de protectie",2096,"casa-iluminat-bricolaj/echipamente-protectia-muncii/manusi-protectie"
2101,3,"Ochelari protectia muncii si viziere",2096,"casa-iluminat-bricolaj/echipamente-protectia-muncii/ochelari-protectia-muncii-si-viziere"
2102,3,"Accesorii protectia muncii",2096,"casa-iluminat-bricolaj/echipamente-protectia-muncii/accesorii-protectia-muncii"
2110,3,"Difuzoare aromaterapie",2269,"racire-purificare-aer-incalzire/aparate-filtrare-aer/difuzoare-arome"
2113,3,"Maturi, Mopuri si Galeti",1086,"curatenie-intretinere-casa/curatenie-casa-interior-exterior/maturi-mopuri-galeti"
2115,3,"Cosuri de gunoi",1086,"curatenie-intretinere-casa/curatenie-casa-interior-exterior/cosuri-gunoi"
2116,3,"Betoniere",339,"casa-iluminat-bricolaj/bricolaj-smart-home-iluminat-gradina/betoniere"
2120,3,"DAC (Convertor Analog Digital)",77,"tv-audio-video-foto/audio-hi-fi/dac-convertor-analog-digital"
2122,3,"Vin alb",2121,"bauturi-cafea-petshop/vin/vin-alb"
2123,3,"Vin rosu",2121,"bauturi-cafea-petshop/vin/vin-rosu"
2124,3,"Vin rose",2121,"bauturi-cafea-petshop/vin/vin-rose"
2129,3,"Oale sub presiune",365,"electrocasnice-mici-vesela/prepararea-mesei/oale-sub-presiune"
2130,3,"Accesorii compresoare",339,"casa-iluminat-bricolaj/bricolaj-smart-home-iluminat-gradina/accesorii-compresoare"
2131,3,"Dispensere",1088,"casa-iluminat-bricolaj/sanitare/dispensere"
2132,3,"Scule pneumatice",339,"casa-iluminat-bricolaj/bricolaj-smart-home-iluminat-gradina/scule-pneumatice"
2133,3,"Oglinzi si mobilier baie",1088,"casa-iluminat-bricolaj/sanitare/oglinzi-mobilier-baie"
2134,3,"Accesorii si consumabile masini de gradinarit",446,"casa-iluminat-bricolaj/gradina/accesorii-consumabile-masini-gradinarit"
2136,3,"Masinute si vehicule copii",601,"copii-jucarii-bebe-rechizite/jucarii-exterior-jucarii/masinute-vehicule-copii"
2137,3,"Carbuni, lemne si peleti",446,"casa-iluminat-bricolaj/gradina/carbuni-lemne-peleti"
2138,3,"Sampanie",2125,"bauturi-cafea-petshop/sampanie-vin-spumant/sampanie"
2139,3,"Pompe de stropit si pulverizatoare",446,"casa-iluminat-bricolaj/gradina/pompe-stropit-pulverizatoare"
2140,3,"Cosuri pentru rufe si ligheane",1022,"curatenie-intretinere-casa/spalare-intretinere-rufe/cosuri-pentru-rufe-si-ligheane"
2141,3,"Accesorii masini de spalat cu presiune",446,"casa-iluminat-bricolaj/gradina/accesorii-masini-spalat-presiune"
2145,3,"Sucuri carbogazoase",1571,"bauturi-cafea-petshop/suc-ice-tea-energizant/sucuri-carbogazoase"
2146,3,"Sucuri necarbogazoase",1571,"bauturi-cafea-petshop/suc-ice-tea-energizant/sucuri-necarbogazoase"
2148,3,"Limonada",1571,"bauturi-cafea-petshop/suc-ice-tea-energizant/limonada"
2149,3,"Bauturi energizante",1571,"bauturi-cafea-petshop/suc-ice-tea-energizant/bauturi-energizante"
2151,4,"Hrana caini",3487,"bauturi-cafea-petshop/petshop/caini/hrana-caini"
2152,4,"Hrana pisici",3505,"bauturi-cafea-petshop/petshop/pisici/hrana-pisici"
2153,4,"Produse igiena dentara",3487,"bauturi-cafea-petshop/petshop/caini/produse-igiena-dentara-caini"
